GrLivArea,BedroomAbvGr,TotalBathrooms,SalePrice
1142.0355000053887,2.9995263974394293,2.499946874658827,134000
935.1102316753286,3.000754331590985,2.0001648196913324,137000
2449.6879392368223,3.0001005063887405,3.4998278917529233,340000
1673.9187216019318,2.9999608038093113,3.500198020794885,216000
1419.1798797494375,3.000086618400903,3.4995950091834502,184100
1362.8182946052439,1.9996737451008864,1.9999193053880013,164900
1940.3021311025764,3.0001561139177655,3.4996299107497895,395192
1441.090780239094,3.0002952694327387,2.499725588837605,148500
1516.1288720267944,3.000125304225672,1.5000161166561512,167000
1629.0631028141952,2.9996122042427524,2.999645526199628,270000
1362.2543159366273,1.000124323433048,2.5001767965462625,143000
882.086364155419,2.9998616490803895,2.0001513129349826,112500
1476.9929323314814,2.999898507580061,2.5001577436224576,145000
1732.890215023761,2.9998398435211824,2.499836530021587,225000
1415.9347461406849,3.9998506281219934,1.500000582092502,153900
854.1385337380715,1.9998360535756379,1.000084333010986,132000
2620.123627932564,3.9996468138406214,3.0004400619870464,190000
2320.125113064604,2.999500407276397,3.499897967541179,259500
1452.1002566340248,2.0000531233986347,2.00013155263523,113000
1315.9908495511306,2.999198926200772,2.000360502371815,200141
1634.9062589362882,2.999917053073324,1.5002037874304426,210000
2242.9205577051334,4.000139336695699,3.499685759476751,225000
2482.039970005839,4.000486915893569,2.4999616221340517,281213
1603.961334898249,2.99990391461617,2.499775858705649,181000
2473.291845697366,4.000457717227424,2.499653032862386,317000
936.0714973289129,1.9999478460307487,0.9998761436810966,93000
1752.2133407148624,4.000101839907948,2.0002180969449816,164000
1459.1750618330836,2.9996807818470606,2.0001443393036893,192000
885.9703940990031,2.0001149737739676,1.0000504866153177,91300
1667.9348214967008,2.9996879418840554,1.5002917792611414,140000
845.0903426903026,2.99976796875244,1.0000132186469515,84000
2072.976219140169,2.9999698572838285,2.9999827827890995,210000
1773.9205187933364,1.999799060580069,2.0002061315591977,129900
1637.8932249824452,3.000434956055932,3.4995008571709336,192000
1456.1192178297474,3.0000473872808344,2.5004327128864676,176000
1739.8547186359178,3.0000017814508246,1.50012880327672,219500
986.9499445177884,1.999963965288693,1.500024047464318,89500
2259.3905091679762,3.0002426757808176,2.999824663412445,217000
615.9747634539442,1.999951872389126,0.9998539731985416,89000
1794.6748443509646,3.999525247508162,1.9999403187456153,131500
708.0894021678068,2.0001753579109107,0.9999316302214746,82500
1720.1314592699214,3.000047649581919,2.4998439366448575,196500
1291.1676660570254,1.9998570086299807,1.9997826676017942,173000
1709.0000169228344,2.0000285702025984,3.00000300537705,328900
1600.1543064008986,3.000108762771041,1.9997729676341935,256300
2137.656586365314,2.0001183537647114,2.000172674092368,106000
1663.8063340757647,3.0005494866853977,1.9998533469813027,159000
1313.911987838749,3.000125539157734,1.999775473710992,145000
1489.1399174955313,3.00037287401472,2.00006586182905,232600
1600.022446945709,3.0003054628753656,1.9994761402100998,256300
1520.126585448539,3.0002540212732596,0.9998844910909561,159434
1313.9448247454231,3.000191971020295,1.9997368228515346,176432
1894.3479729515916,4.000588762559645,3.499771346407749,214900
1296.0078093949824,2.0001046446371475,1.9997559358620112,90000
1671.011619985096,3.0005704907312496,3.4996273353456284,173000
899.9848222318217,3.0002382770034486,2.000293364883281,123000
1689.0476160833146,2.99994817895245,1.0000367095841733,127500
959.9871746118405,3.000234355858441,1.0000268618710415,112000
1631.869500412696,3.999900914462999,1.9998179118578867,143000
1306.2751896791308,2.999986335912964,0.9999354575496006,76500
1721.034015445029,3.0001202075511255,3.0001675879598264,201000
1247.6727470495132,2.0002657158942845,0.9998568803777421,87000
2127.102151408649,2.999683467697356,3.500287973973292,271000
1893.8176738983425,3.9996496433131403,3.4999329995107686,214900
1477.8264718433481,2.9997633984206544,2.500224385892576,156500
1690.1910071414404,3.000119355602331,1.0001016629674886,144000
2112.6949664194035,1.9999034180321078,3.499971049741636,350000
3279.0797097775,3.9998906022797875,4.500478774550802,538000
912.1162884835957,2.000158174022441,1.0000788784983128,80500
1428.0375679384845,3.0001998809016133,2.000115595704728,227680
803.9937625043551,2.0000148058704683,1.999889708538329,119000
1072.0025838658785,2.0002419898517116,2.000220457874986,145000
1959.8807632501228,4.000237012122927,2.0000819272237367,124500
882.0314849973673,2.999406878707827,1.000108413308748,106500
1207.917971583547,2.999540248117821,2.5000067402890465,165000
1790.0638958214229,3.000260728585874,3.4996340959067687,193000
1159.0230265318878,3.000155256029747,1.4996950498896495,158000
2031.4290182259965,3.000160442071845,3.5003558871727063,237000
2092.848603856182,3.0001988345658064,2.500245664226818,215000
1051.9428266657712,2.999892464218204,2.000089921649542,155000
1721.039964116475,2.9997973246837755,3.000142390036204,201000
1702.2497110863746,1.0000616225778793,2.5000433717433066,367294
747.1198441313907,1.9999429811485916,1.000013864518371,80000
1217.8677098167598,1.9998829050017553,2.0001541282451294,208300
2554.1493281102016,2.99988893232244,1.500058766478352,159500
832.9449502985065,3.0001310883226173,2.000022033069739,112000
1741.8840834356658,4.0002887613941756,1.4998095002103908,168000
1720.115040502454,3.0002128608512177,2.5001544375445217,183500
1709.0446351163118,3.0003069602920043,1.9999600034202887,130000
1503.8452132966238,1.999975338469599,1.9997978756472843,191000
1768.002684344241,2.999707558027223,2.5001613969280436,212000
1812.003511880271,4.000991940613964,2.0001719962880546,169500
1762.1908620992244,3.9997744208547554,2.499889169807431,157000
1354.9781931239247,2.9999696025251312,1.4996861200191376,127000
1004.0637443426831,2.000478310964198,2.0000765439586115,149000
1684.0077395623064,1.9999770718328986,2.000052853654329,266000
1688.9660958723496,2.9996231612116167,2.0001329087085105,248328
1359.8619705139345,0.9999537375379949,1.9999535950979166,187500
1456.0738221516228,2.999982781390478,3.499511593023336,189000
1085.9231208718427,2.99946248117405,1.9999960277904385,159950
1247.0279771380506,0.9999420926899081,2.49998362572979,197000
1534.7538864028675,4.000302595341727,1.9996171879858826,118964
1211.0191041148976,3.000236601505278,1.0001324698704972,134000
1959.9695008460506,3.999863369347113,2.000173438612384,124500
1055.8619966550527,2.9999103538837724,1.4998532760983212,139400
2793.743478620822,3.9998130285144966,3.4998845557981872,403000
990.0673413301344,2.999940345076945,1.499743824311079,145000
1214.0403616253684,3.0002606317501774,1.999762732714578,143000
1126.0056903921984,3.0004469407894714,2.4997973778544065,175000
2096.9025609128726,2.9996779682642676,3.0001796544022308,228000
1837.851787920428,2.000015138988001,3.0002056769238896,315000
2944.95828449142,2.999953091058769,3.500491237366184,438780
1079.941497954952,3.000102260353538,0.9999651817429037,136000
1125.024827056327,2.000103812444721,1.4998533788044592,155000
2068.8598893398294,4.00016622029659,2.9999171932054334,242000
1689.0453865592617,3.0001646915751183,3.0000974065744903,271000
1700.7598440244144,2.9999283711840334,3.0005793333206587,171000
1098.0943156774595,2.999839727918411,2.000030182192725,135000
2045.6225113618837,3.0002356773390497,3.500021835588733,284000
1048.1881273653864,2.9999249955942195,0.9999117789204004,98300
1652.096498521292,2.000122773269228,3.4997394038108625,392500
1854.9231338712536,3.0000160621891845,2.500242902390813,187000
2714.7768063627886,3.999512286213391,3.999772220090203,299800
831.9896814205691,2.0000668920128195,1.0000675390735292,105500
1225.0821866279139,3.0001811371560834,2.4999020308086535,128950
1760.8207717051716,2.9996481048445602,2.9994796008235403,227875
959.9527463499501,0.0,1.499969987915129,145000
2171.871308588666,3.0002481346285697,2.500039493578063,280000
1143.7236476517892,3.000007249845615,1.9997973263984818,139950
1972.6378466931515,2.9996649977799867,2.000130184431608,395000
2599.432404163074,4.000122097250612,2.5001468479249516,333168
1661.2348965085919,3.000036258563708,1.999826241650568,224900
2336.882655448766,4.999496375070772,1.999989787866977,90000
1270.9686208660962,3.999971040950389,2.0002052284088805,135000
1733.0005455010728,4.0004919961473755,2.000196536628554,139600
1867.7384667889094,3.0003593377566427,3.5004356501018865,178000
2097.462499550465,3.0003598010342785,3.499559327030924,274300
1258.0990066844608,2.0002142047892724,2.000065457853857,172500
932.0223871846558,2.0002506265649536,1.0000789919722182,124000
900.0872612123178,2.9996640025709187,0.9999826370966762,122000
1484.0711491470547,2.9999790739712315,1.9997731439093707,128000
2006.969547034685,3.000303048736058,3.4995762609549677,310000
2059.806470572151,3.0003357734752694,3.4998969404848443,214000
1960.2847400868447,3.999574730657704,3.5001451215133343,216500
1875.611237892074,3.999619231943908,2.5001097671389725,185000
2639.4073551716924,4.00070519612615,1.4999813028392512,265979
2031.058243822225,2.9999558384163945,2.50014121058965,222500
1646.26925231889,4.0000999716105055,1.9998877033950468,164000
2320.699413116558,3.0001879784399987,3.499765936900248,259500
967.9782565009964,1.999977039550248,1.0000566771726185,37900
844.9700070435475,3.000150687367615,0.9999942163050396,84000
882.0214998984975,0.9998369442797753,1.000005526259588,103200
1076.9753309319508,2.9996994129429915,1.0000349216807898,91000
1004.0229862165725,2.0001465658163644,1.9997451535761845,135000
1236.1433469492972,2.000102735835005,2.0000397547300692,149700
1165.0204556296178,2.9996788945645982,2.500228462535852,174900
1479.0012991025594,3.9999049266732154,2.5000191522676127,184000
1267.9351083808529,2.999419108258098,0.9998037265475137,133000
1344.0896052945793,3.9999749536725546,0.9999525818942921,98000
1181.0223449101404,3.0000275507274803,3.0002689170262045,137500
2097.477505038642,2.9996296464004732,2.999690410114846,228000
863.961961604741,2.9996356746978665,1.0000456238797368,62383
1664.1216385042972,4.000215373982886,2.5001789335602926,162900
1500.3591542850875,1.9999485613910788,2.999515975244204,246578
1602.040933944614,3.000001302259515,2.500185548745017,215000
1401.9269555281512,1.9999659228469224,1.9998374352819326,194201
1914.815183413054,3.000107723489203,3.500685466005396,220000
1319.7599509334214,3.0002439948217807,2.4999726363502908,162000
1214.0885083265032,3.0001053496402883,1.0000341660231953,105000
2107.942806802623,4.000119122352788,2.0004205204869794,235000
1354.77346342892,3.9997126274669523,2.9997639734618695,127500
1920.1284718062777,3.999897650191017,2.999936340160539,170000
1102.0819504256644,1.999959024667227,2.500007848966383,148800
1056.1697602691559,3.0002800255448876,1.4997358595345054,139400
934.9277791983405,3.000266862369351,2.000317658830411,137000
788.0513204734766,2.0000082574911175,1.0001037158898658,100000
1200.1854972512597,2.000219705724443,2.500119459800822,151000
1497.9808888586597,1.9996533061003927,2.0000442986614266,204900
894.0699207481326,2.9996295332867624,0.9999599520507193,125000
2667.9094204284556,2.999994898177655,3.500176757380896,412500
1095.9401476618723,3.0000377996842484,2.0005064775200476,138800
1867.9960965755301,3.9994432166476193,3.5005964357273207,197500
1783.7723016717603,3.999667913312443,1.500046966765286,138887
2450.0318088194904,3.000568811248546,3.499956544277387,340000
1149.9118106356295,3.0000204216807744,2.000205753798285,141000
1949.0977784153033,3.0000672009399993,3.5004938518225632,236000
1761.0057232258546,3.0002416781504984,3.0000226253227837,227875
1625.8333466963732,2.000159381088275,2.50034908537329,175500
1524.9939161064779,2.9995787281301216,2.4999664549473306,177000
1787.0928094078454,2.999846496432339,1.999845690639054,275000
1639.8357266917662,3.000236443063191,1.9997873073265755,224000
1346.7167391368268,2.999674428402893,1.9999457527717335,107500
893.9418617782203,3.0001831121099176,1.9999899073905194,128200
1039.9137312138762,3.0000270950074555,1.9999470831506223,129500
2075.930026865897,2.0000275833041834,3.5001821756590767,465000
2030.0864989355896,4.000233072325206,2.4998873302458757,195000
1761.87800779358,3.9997363842900446,2.499856474831179,157000
1128.0605074879077,1.9999150201821594,1.0001058022388116,118000
437.98248775519795,1.0000535850335004,0.9999660560348202,60000
629.9527166340563,0.9999999046628747,2.000221491386134,75500
1131.257395855867,2.9997443326071007,1.5000777152553044,66500
1615.9144811168144,3.0000730181417725,1.9995813122089587,152000
923.0980555234768,3.000363899809275,2.000159753732295,119500
1851.8425242888702,3.000081903215248,2.4994813399906133,230000
1214.87503421424,2.999737347646306,1.0000628768579092,155000
1052.9623688235474,2.9997023869317667,2.4998615762117162,145500
1218.0669514120902,3.00054042902978,1.9997396824034392,118000
1643.6953637614117,2.9996227748338264,1.4999728148049183,146500
2358.0515598645334,4.999776839742383,2.9999398082103523,240000
2080.0764421653926,3.000297525103634,1.5000268605797187,234000
1110.6795704421868,3.0000252603025017,1.50018921959773,95000
1207.8884646228964,1.9998521814768644,0.9998714044607709,103000
2872.2611501634074,4.000610533091365,2.4993939374190157,285000
2575.9025100812382,3.9998676900415906,2.4998724597965873,361919
1492.9819155707964,3.0002722462758666,3.0001988611290313,208900
1886.0142580637105,4.00004210388041,2.5003470502347134,199900
1279.0963641693663,2.999828588523914,2.500042899693267,171500
1712.0416388569824,4.000144157358007,2.000100857570677,145000
1720.0280701350334,2.9998745301643335,3.000619980413404,260400
1111.0429115194147,1.9997312857032654,0.9999652802740382,116900
2158.462607579619,4.000138334663118,3.000210229802162,243000
2452.179746340412,4.000177495716508,2.4998816809619555,267000
2020.2532811115425,3.999681824820945,2.0002588370699326,144000
1431.963908052921,2.000442478127518,2.500097910059972,194000
1228.0220934845804,2.000167566107046,2.9999694015850094,189000
2166.8174448490518,3.0001540117705914,3.499518534499512,294000
3111.9065382855856,4.000204110524468,3.500307072677359,235000
1639.9677279243842,2.9995953144797083,1.999938306133358,224000
847.9181016327332,0.9999461426326703,1.9999066482376098,140000
1098.8370200109252,2.999755349189439,1.4999398689065617,144000
1143.7708140431268,3.0002545467982915,2.4998892366500605,124000
1502.1833115182308,0.9999541292130462,2.499947851918516,212000
1143.9246779034224,3.0001387361958383,1.999927442734493,129000
1663.8554356151947,4.000105475794828,2.500305556927089,162900
1189.841032373904,3.0002172409677943,2.0002581516848243,132500
2596.6718211695284,4.000205868621755,3.499868106812176,342643
1659.6006516846826,3.0002153296227374,2.5002603618042207,195000
1183.862523527431,5.0003386042606754,0.9998920449588361,81000
1725.2792408678415,3.0001247479888367,2.4996957758224148,197000
1056.1439725598295,2.9995444190191227,1.4998630583226633,139400
903.9379009478179,1.0001392654888284,1.499942244479636,61000
1572.7061633032267,2.9997305571366484,0.999918140130061,133000
2160.9948420378946,2.999360929921264,2.4996375061003997,325624
1267.9599741536267,2.9999228099998145,1.0001082112312993,133000
863.9125801757848,3.0002431492497452,1.0002425391589418,124500
1663.8612082799582,3.000572189350928,2.4996409771218664,172400
1208.1364622694855,2.0000313762295523,0.9999834280571327,103000
2783.9975905443484,4.999903147310097,4.500243129574816,250000
1097.0717992810737,3.0000279476339755,1.5000262762423964,145000
1503.8548224385243,3.000134093866836,3.00019967548292,203000
2259.8829868169278,3.0000653407019247,3.500166455952575,328000
1716.700058009796,2.9996363934699586,2.0000649913402118,255500
987.1209539428226,1.9999633180025416,1.4998491719978226,89500
1390.8642041186026,1.9998974931778708,1.9998396944819792,196000
1720.3825357019343,3.0004912957525196,2.5006007545479463,183500
1316.057447304284,3.0003748592170956,2.0000842346453163,200141
911.9699505758201,3.000502457901874,2.4999312994238116,142000
1708.6238074903872,2.999537606436577,2.0001351219923005,137500
1640.031825030887,3.0003277266006885,1.9996529892789128,224000
1708.8407597087273,3.000095713461696,1.9998667133256178,137500
1429.9101265439976,2.999912210813901,1.9998620168043941,187100
1742.007276971113,3.999030339753185,1.499805794222897,168000
3140.0791768287795,4.000504405590632,3.5000548287448114,485000
1556.9347495700447,1.9997807559350262,1.9999864257236601,234000
1437.1049522910137,3.000017835610265,3.000376285466732,218000
1196.047323514198,2.000121747117825,1.9998885738854855,109900
936.0713374003979,1.9999092722302168,1.999685140530289,140000
3237.6760049489963,4.000540406300995,3.4994706148621453,410000
2080.1385543053643,4.999178429867462,2.500398237799552,135000
1604.106483800025,2.9998934650303672,1.9997400724660275,117000
1251.6822927459648,2.000038593540554,3.4999249446756586,160000
1762.1970673541825,4.000041143431173,2.500037335477765,157000
1494.0030515725264,2.999705384597402,2.999573775093096,217000
1535.2171433438846,3.000018677956899,1.9998375069632637,214000
1794.823808544977,3.000342351355156,1.9998330449641413,230000
2006.9067158032735,3.000485427605451,3.499823676782209,310000
1340.1217808631209,2.9998776085565697,1.999733167848199,181134
1039.9704923395368,3.00056564301638,0.9999867305778473,133700
1343.9046524524551,2.000128919086483,3.9998470190409323,206300
1958.6129087895513,5.001060511800766,2.9999315398261492,171000
1121.980073729388,2.0001311784275577,2.000192781386815,147000
1529.9969248909792,2.9995629955676026,2.999873521781233,259000
1114.0392078277653,3.00029400125537,2.500191875009756,159000
1445.109890910907,3.0002063798916154,1.4999080525093094,158000
899.0710223186788,2.999927828990347,1.00002084781998,130000
2020.1211293943165,2.999875447415651,2.4997184404482287,239500
1667.7748578520273,3.000530450787918,3.0000959895573436,285000
1066.8498791391653,2.0004028460948957,2.00012749549439,128000
1601.1572020229146,2.999710439432195,2.000076767208691,157000
1069.0963702191714,1.9997927381505252,1.9999593077717839,140000
1089.7842665613427,1.9999462167610604,2.499996943103695,157000
2612.4146099832537,4.000316791576005,3.499420614764333,336000
1733.943354858882,3.000037425629899,3.0004546334425055,260000
1652.0630624847126,2.0000907245919994,3.49973426150326,392500
773.7972776193288,2.9996128431818128,1.0000619688921613,79000
1501.679948132797,2.9997360607701276,1.4997810866612276,165000
1391.668104495001,3.0002235452592854,2.500033541603999,121500
2031.0869962704892,3.0005220793301137,3.4997511112149065,237000
1986.2794758802609,2.9996374228427274,2.4996471862487075,205000
1335.9817239335243,3.0005602169705257,1.5001513468798695,108000
1667.633977004034,3.000479841282034,2.500175785635555,180000
1964.1047219172353,4.0002941364616795,2.5000154770260075,205000
1335.9576141238938,2.9993950845037665,1.4999241410995605,108000
1520.1788579429615,2.999831930372249,2.000223889474207,153000
1820.327463690315,4.000343557918664,1.999949584806818,201800
980.0658594246743,3.0002171899558774,0.9998816988775944,135000
1192.0601461522856,4.000250615345335,1.499814065657088,135000
1854.7212175020895,3.999732745627987,1.999843745500061,136900
1123.0409086171358,2.9996585712786774,1.0000750251445973,100000
1251.8936171471423,2.9999518741854074,1.0002500900497935,142000
707.9979785194948,2.0000237358168134,1.0000440519606382,82500
1393.871895704525,3.0005067566800956,2.500417480695351,167500
986.9590568012935,2.0001287010348103,1.500024841442285,118000
754.1964398553506,2.0002060598427236,2.0001360822127876,84500
2262.985613308082,2.999564721632667,2.5000188940931674,287000
875.091775612414,1.9996321196831626,1.9993758911954111,105000
1603.981660717483,3.000296440542973,2.499470090131238,181000
848.1046609083278,1.0000031491562262,2.0001380147352674,144000
1456.2902813465182,2.9997165038547746,2.499503269672068,176000
844.948292817931,1.999756503962553,1.9999982829596281,129500
1594.948428898368,2.0000028895886706,1.0000644202610696,140000
1162.931712873345,3.0005700805272935,2.0002046113110503,126175
1576.8676046623093,3.0003650906588044,0.9999618120655605,140200
1506.226772142834,2.000134161698419,2.0005005925151207,213490
863.952205486002,2.999923814488081,0.999924613788631,120500
1578.060382730423,2.9996686860466313,1.9997662201741409,287090
2029.7069579220606,4.0002747500892815,2.5001215421494916,195000
1643.9465208568413,2.999734104152889,2.0001378867240045,167000
1039.8678210210064,1.9999242840513574,2.0001797338320677,92900
1067.0040222243524,1.999868483890703,2.000068358293624,128000
1517.0143368109673,2.9996855246508844,1.9999539949384173,115000
1868.1812148843615,2.9996117198035277,3.499970554065816,178000
1413.9546975525957,1.9996441202138986,1.99981200643417,178740
1274.060725342598,3.0002583621168197,3.0002225663251143,203000
1456.0511648109834,2.9998589785501233,3.5000716339532616,189000
1698.981138812784,3.0002527973130784,3.000081485675843,95000
1041.2170186151002,2.9996976264913715,1.9999320481984706,124500
948.0219563885512,3.0002487662793804,0.9999432110704445,108000
1582.0118430586488,3.000395585377866,2.4995175549420487,185900
2319.907851695769,1.9999526063448858,2.0000261347878157,169000
1188.1719982145128,3.0002815920068038,1.9999647775132081,142000
2654.022024860953,4.000194579873565,3.4999057939403913,250000
1742.9521368144874,3.000261954942234,2.4999022692351187,175000
864.0209203046502,3.000031205464189,1.0000314837189894,111250
1337.0009843905063,1.9997042906126001,2.9998537099737135,153500
1079.8448845825878,2.9997818036335495,1.0000725516138775,136000
2391.68775824068,2.999965414739744,3.4998473292322814,348000
1177.9256011620782,1.999871777147955,1.0002824330591003,102776
1728.077948043121,2.9998599762568277,2.499728939061597,207500
1939.0237977661416,2.9997146446888836,2.4999145445449384,266000
1077.9736127313179,3.000147500649603,2.499286002689285,149900
863.9625949931176,2.000251029157675,1.999900465495314,98000
2868.0196089651195,3.999301413309768,3.500116076683494,556581
1309.8628223585015,2.0000053144566885,1.999946601441965,112000
1619.9352162016023,1.9998509664459365,2.999968509687731,315500
1100.067406981574,3.0001818057416565,1.9999326725834277,141000
780.0339557272287,1.9998412415031883,1.0000501859190396,124900
881.9414732090833,3.000026104944118,1.999792771285605,112500
1660.0213523626487,2.999896300087597,2.499966621969279,195000
2020.0290234498937,3.0001351487171335,3.4999083845984225,402861
1087.8417189730617,1.999875730207359,1.5001495898930546,170000
3111.829435045362,3.99987195980946,3.4991582256575313,235000
1220.901262430367,2.0003779268851116,2.9998768313775233,185000
1935.0281047043393,3.0001015072325807,3.499652597697645,263435
1797.0503235943124,3.000076526908931,2.4995065861226506,213500
1306.0888909312212,1.9999964210045984,1.9998047199902673,153000
1369.1224306511006,3.000059437983384,2.999613184052687,103600
1604.209886151878,2.9997291934218535,2.500084794394784,181000
1218.0694772989154,2.9999005705886157,1.499922199992057,131000
1800.1535762781093,1.9997810562254166,1.9999386865910243,239000
1223.7668358608441,2.000051506630626,2.9998240413020723,165000
799.9851291651141,1.0000078120069595,1.000034562211861,60000
1801.112820884509,2.9999760274642013,2.5000512688348087,239900
1903.6909079662992,2.999603691874974,3.4998459698019118,275000
1159.094273884963,3.000366704720122,1.4999504492925597,158000
1235.9732301199851,2.000090413567652,1.9999288051831228,149700
1414.182344239897,3.0000106567292333,1.9998130158301188,185500
1864.6516138434597,2.9999011488598093,3.499405500601282,235000
1440.1578865769102,3.000208190254561,2.000401909181905,182900
1620.126596665129,4.000089567639901,2.4998672407623457,152000
2142.081146164122,4.000278150894561,2.5004781817125767,193500
1421.6908900617923,3.0001868636471527,1.9998357562751583,179600
1934.811805485755,3.000010855183187,3.5000667433507022,263435
845.1631908864981,2.0000437927831713,1.9998316356736263,129500
1922.0102273842833,2.9997537419939513,3.000467455089229,377426
901.8461516372954,3.00000600539049,1.0002000192183522,125500
1692.3103469844668,3.000179519402286,2.4998376724061573,224500
1193.9666019944552,2.999993193337563,1.49998930441985,159500
1366.985096498491,4.00001375012361,2.0000321178866343,119000
1828.2489978033936,2.999921165111415,2.000044235195746,314813
1295.854877024033,2.000213840785808,2.9996923228042087,220000
1647.060896310195,3.9993127450038495,2.4996992992013385,128000
1229.8551372853453,3.001079840034209,2.499865995355305,121600
2068.95674136495,3.9994025960886987,2.9993628157251897,242000
1625.686218283406,2.0000319084653992,2.000158720960652,173000
1040.042612817808,1.999821924588348,2.0001255222425183,92900
1251.8270247168484,1.9996403570521182,3.499221749041222,160000
1483.92311855751,3.000101420073642,2.000129194432564,128000
1347.8146196540988,2.9999463049675823,1.4999762023224796,155000
1575.034268776974,2.0000214120573916,3.0000480399109635,179200
1566.0564337409107,2.9997268064738454,3.000381319597802,262500
1645.8386817451171,3.999740724341173,2.00010182519901,164000
874.0084226715812,2.9996953115235847,1.9996696780806564,130000
1555.9304157744384,2.9997262264421245,3.4999978294079983,151000
812.8869203071287,1.9999035316849574,0.9999857133414658,110000
1357.7706185287507,1.9999085106795598,3.00003311204398,207000
937.8687664434362,2.9995439139623277,2.0000901925269554,130250
1949.1962116908821,2.9996766381559117,3.500358425704618,236000
2977.256141127793,5.0001564981522675,2.5005228940924447,242000
1085.9961566375102,2.9999341840091014,2.0000039403873267,144900
1673.969243049804,3.999560804573032,1.999487209206404,185000
1039.9898235198975,2.0000350906797255,2.000042325419207,93500
1006.1265164770698,3.0001218168367285,0.999976507572848,80000
1391.8756226991213,2.000217722940264,2.0000418923939463,110000
972.0085168509586,2.000501466379923,2.000034293226671,132000
1893.513469113391,4.00025764950714,3.5000286960848386,214900
1220.0622991769098,1.9999344253407065,0.9998688913937631,102000
2713.069627196291,3.0000761120158477,3.4996859607753756,446261
996.0601724363354,1.999602015406661,2.0001598136245033,147000
1567.109528411025,2.000181444723575,3.000381473723397,196000
2712.7722486442876,3.000396650143866,3.5004751114779893,446261
1680.301000679368,3.999903381600276,2.0002305464782504,177000
796.0879529833693,1.999923797832781,0.9999854540948893,85000
1473.8281633008542,2.9998196620341995,2.500291479130064,168500
2137.8869986984027,2.0001684351130296,2.0000650533052875,106000
2329.1044958171433,4.000281226058696,3.4998153101819542,262280
1184.0201004343967,4.999539003680769,1.000116761394802,81000
869.0001657541269,1.9998374908459755,1.0002105297429458,85500
1850.7133127075936,3.0000741043816097,2.500314333665537,187000
2020.0581587935517,2.9997691219606493,2.5000815110940913,239500
1989.1940693908184,3.0000002266522365,3.500240050236513,255000
1495.6778019061608,3.0000878855500557,3.499579444134151,179665
800.1844131087004,0.9999789792298007,0.9999237268352924,60000
1494.2071144553631,3.000597411125525,1.0000392913510547,177500
3082.1855479338865,4.9997422930672775,3.4996199611896963,197000
2119.447993728682,3.0001613304571104,2.5000765973705183,158000
1855.0205979480052,3.000041521630246,2.499672751471281,187000
1959.879977244824,4.000375489446495,1.9997553722371182,124500
1529.8969144345601,3.000308952273764,3.0001307196966653,260000
886.0494199494997,1.9997771837283533,0.9999369069166262,91300
2256.144510957093,3.9998652392949094,2.4999755118135036,236000
1358.16705716585,1.999905365415573,3.0000437614695454,224000
1112.0637280447095,2.999697343490243,1.5000379123836367,85000
1233.9445930817817,3.0006535686521976,2.000038866692668,179900
882.0798268695653,2.999959685679546,0.9999924586819093,106500
1803.2991069367088,3.0003024216083474,3.0000213838817054,155000
911.9710202064656,2.0000233157024025,1.000107151593558,115000
2126.6795602117786,4.000378029307147,3.5000478623634783,238000
1716.7194554279295,2.999872550595742,2.000100499939226,255500
1708.847771019219,1.9998768087612973,2.9996928807438756,328900
1604.0269806283593,3.0002844065545062,3.5001784663645155,220000
882.0455534901697,2.0000652658446882,0.9999425126308153,97000
1323.9530286477986,3.0000328021729024,2.0002591654143544,160000
1302.073748538644,3.000340000436444,2.499696510470431,106000
1190.090556236117,3.0001539911731685,2.0002917371286424,132500
1273.9404795526514,3.0002987680246767,3.0000478824742203,203000
1644.0014098947292,2.000066175864285,3.5000136697059423,275000
2447.182588039923,4.000019731266318,2.0001444893970444,169000
1541.2528830056349,3.000114077827823,1.9996452602233843,220000
1643.99903051687,1.9997749470220385,3.499617263699739,275000
864.0498053962186,2.999547433209536,1.0000184970575072,120500
1422.0643819532654,3.0002712546740926,0.999899273940928,139900
2119.1565566537633,3.0003840996911615,2.499888891676769,158000
1620.9768757544898,3.000464591788507,3.0000960649733845,202500
1039.8651292798945,2.999802836487537,1.9998468509362588,152000
1615.9847420088388,3.0001322096404586,1.9998395630660395,152000
1745.9125819002988,3.000047145561237,2.999635891405815,377500
1732.9396119906353,4.000298469455232,2.000023354619999,139600
1556.2623981571367,3.999745030434848,1.5002067625182023,154000
1835.9691909019846,3.0002118692924302,3.000068397349113,280000
671.9604960563101,2.000046122169753,0.9998866578981708,108000
1164.0407311204551,2.9997175576342783,1.9995820859525661,125000
2229.806247324535,5.000531886991893,1.9998092221823174,118500
1839.0833535027864,4.001083384633888,1.5001211806371708,155000
1362.075177532121,2.9998967705915214,2.4999713819070504,163000
928.0137117482068,2.0000289727275717,0.9999213374743197,132000
1309.1243886666773,3.000381457244296,2.4996395887133724,181000
899.0743205973969,3.0000905882700515,0.9999452592477233,130000
1223.1401901941176,1.9999807703183563,2.5001138771737765,147400
1276.9723460839402,2.000268492119058,2.0001404415223636,167000
1838.4791366612335,4.00046383851575,2.4994652214688924,221000
1835.9732058867296,3.0006082745919973,3.0000010127924677,280000
1213.9559257465482,2.999570115274915,1.0001290548225767,105000
1200.1038187860145,2.999704548681575,6.000341088463084,179000
1850.1340494790638,3.000134545636259,2.999952438692275,326000
